Dato,date_key,order_1,order_2,order_3,order_4,order_5,Tall1,Tall2,Tall3,Tall4,Tall5,Stjerne1,Stjerne2,source_1,source_2,source_3,source_4,source_5,n_inferred
2024-07-26,20240726,46,26,22,7,11,7,11,22,26,46,5,11,detektert,detektert,detektert,inferert,inferert,2
2024-07-30,20240730,31,2,16,49,30,2,16,30,31,49,2,5,detektert,detektert,detektert,detektert,detektert,0
2024-08-02,20240802,30,20,26,31,14,14,20,26,30,31,1,2,detektert,detektert,detektert,detektert,detektert,0
2024-08-06,20240806,32,22,9,4,35,4,9,22,32,35,9,10,detektert,detektert,detektert,inferert,inferert,2
2024-08-09,20240809,15,35,29,25,18,15,18,25,29,35,1,5,detektert,detektert,detektert,detektert,detektert,0
2024-08-13,20240813,9,34,33,50,6,6,9,33,34,50,1,7,detektert,detektert,detektert,detektert,detektert,0
2024-08-16,20240816,11,50,16,4,46,4,11,16,46,50,1,3,detektert,detektert,detektert,inferert,inferert,2
2024-08-20,20240820,29,28,31,33,25,25,28,29,31,33,6,12,detektert,detektert,detektert,detektert,inferert,1
2024-08-23,20240823,26,13,21,22,48,13,21,22,26,48,2,7,detektert,detektert,detektert,detektert,inferert,1
2024-08-27,20240827,29,24,15,39,33,15,24,29,33,39,2,9,detektert,detektert,detektert,detektert,detektert,0
2024-08-30,20240830,11,48,8,25,31,8,11,25,31,48,11,12,detektert,detektert,detektert,detektert,detektert,0
2024-09-03,20240903,17,36,5,37,23,5,17,23,36,37,5,9,detektert,detektert,detektert,detektert,detektert,0
2024-09-06,20240906,27,7,11,42,45,7,11,27,42,45,3,10,detektert,detektert,inferert,inferert,inferert,3
2024-09-10,20240910,31,10,46,7,41,7,10,31,41,46,1,5,detektert,detektert,detektert,detektert,inferert,1
2024-09-13,20240913,44,3,2,17,40,2,3,17,40,44,4,8,detektert,detektert,detektert,inferert,inferert,2
2024-09-17,20240917,3,44,1,13,24,1,3,13,24,44,11,12,detektert,detektert,detektert,detektert,detektert,0
2024-09-20,20240920,39,17,19,9,26,9,17,19,26,39,4,10,detektert,detektert,detektert,detektert,detektert,0
2024-09-24,20240924,43,34,3,41,13,3,13,34,41,43,1,5,detektert,detektert,detektert,detektert,inferert,1
2024-09-27,20240927,15,41,29,6,25,6,15,25,29,41,1,3,detektert,detektert,detektert,detektert,detektert,0
2024-10-01,20241001,17,42,50,37,45,17,37,42,45,50,6,7,detektert,detektert,detektert,detektert,inferert,1
2024-10-04,20241004,16,27,34,4,44,4,16,27,34,44,4,7,detektert,detektert,detektert,detektert,inferert,1
2024-10-08,20241008,13,29,42,44,48,13,29,42,44,48,2,8,detektert,detektert,detektert,detektert,inferert,1
2024-10-11,20241011,8,44,11,23,45,8,11,23,44,45,10,12,detektert,detektert,detektert,detektert,inferert,1
2024-10-15,20241015,45,44,20,9,38,9,20,38,44,45,4,12,detektert,detektert,detektert,detektert,inferert,1
2024-10-18,20241018,40,23,2,4,30,2,4,23,30,40,4,10,detektert,detektert,detektert,detektert,detektert,0
2024-10-22,20241022,47,36,4,32,38,4,32,36,38,47,3,9,detektert,detektert,detektert,detektert,inferert,1
2024-10-25,20241025,42,2,50,19,36,2,19,36,42,50,4,9,detektert,detektert,detektert,detektert,inferert,1
2024-10-29,20241029,30,17,49,26,3,3,17,26,30,49,1,10,detektert,detektert,detektert,detektert,detektert,0
2024-11-01,20241101,21,28,13,41,27,13,21,27,28,41,1,3,detektert,detektert,detektert,detektert,detektert,0
2024-11-05,20241105,38,36,29,43,22,22,29,36,38,43,1,6,detektert,detektert,detektert,detektert,detektert,0
2024-11-08,20241108,6,23,38,42,45,6,23,38,42,45,9,12,detektert,detektert,detektert,detektert,detektert,0
2024-11-12,20241112,34,2,49,3,38,2,3,34,38,49,10,11,detektert,detektert,detektert,detektert,inferert,1
2024-11-15,20241115,50,46,31,27,35,27,31,35,46,50,3,10,detektert,detektert,detektert,detektert,inferert,1
2024-11-19,20241119,4,26,7,27,19,4,7,19,26,27,4,5,detektert,detektert,detektert,detektert,inferert,1
2024-11-22,20241122,41,30,10,6,34,6,10,30,34,41,7,10,detektert,detektert,detektert,detektert,detektert,0
2024-11-26,20241126,32,37,20,21,28,20,21,28,32,37,1,5,detektert,detektert,detektert,detektert,detektert,0
2024-11-29,20241129,24,40,25,19,10,10,19,24,25,40,5,9,detektert,detektert,detektert,detektert,detektert,0
2024-12-03,20241203,24,20,37,7,23,7,20,23,24,37,4,10,detektert,detektert,detektert,detektert,detektert,0
2024-12-06,20241206,45,50,47,8,14,8,14,45,47,50,2,12,detektert,detektert,detektert,detektert,inferert,1
2024-12-10,20241210,17,41,23,43,30,17,23,30,41,43,4,11,detektert,detektert,detektert,detektert,detektert,0
2024-12-13,20241213,4,42,19,35,1,1,4,19,35,42,1,3,detektert,detektert,detektert,detektert,detektert,0
2024-12-17,20241217,11,14,35,18,42,11,14,18,35,42,4,11,detektert,detektert,detektert,detektert,inferert,1
2024-12-20,20241220,1,10,3,32,44,1,3,10,32,44,1,8,detektert,detektert,detektert,detektert,detektert,0
2024-12-24,20241224,28,15,39,9,36,9,15,28,36,39,6,7,detektert,detektert,detektert,detektert,inferert,1
2024-12-27,20241227,1,9,27,25,37,1,9,25,27,37,6,8,detektert,detektert,detektert,detektert,inferert,1
2024-12-31,20241231,2,26,34,49,21,2,21,26,34,49,7,12,detektert,detektert,detektert,detektert,detektert,0
2025-01-03,20250103,21,20,29,1,27,1,20,21,27,29,8,10,detektert,detektert,detektert,inferert,inferert,2
2025-01-07,20250107,20,44,16,1,23,1,16,20,23,44,5,9,detektert,detektert,detektert,detektert,detektert,0
2025-01-10,20250110,17,38,42,34,48,17,34,38,42,48,2,11,detektert,detektert,detektert,inferert,inferert,2
2025-01-14,20250114,17,30,20,11,10,10,11,17,20,30,2,6,detektert,detektert,detektert,detektert,detektert,0
2025-01-17,20250117,7,9,18,14,31,7,9,14,18,31,7,8,detektert,detektert,detektert,inferert,inferert,2
2025-01-21,20250121,3,17,22,28,40,3,17,22,28,40,4,9,detektert,detektert,detektert,detektert,inferert,1
2025-01-24,20250124,2,16,46,9,47,2,9,16,46,47,3,9,detektert,detektert,detektert,detektert,inferert,1
2025-01-28,20250128,2,43,7,28,46,2,7,28,43,46,5,12,detektert,detektert,inferert,inferert,inferert,3
2025-01-31,20250131,32,23,42,1,47,1,23,32,42,47,4,11,detektert,detektert,detektert,detektert,inferert,1
2025-02-04,20250204,42,21,10,41,18,10,18,21,41,42,3,9,detektert,detektert,detektert,detektert,inferert,1
2025-02-07,20250207,15,27,33,45,17,15,17,27,33,45,5,9,detektert,detektert,detektert,detektert,inferert,1
2025-02-11,20250211,3,22,47,12,28,3,12,22,28,47,1,12,detektert,detektert,detektert,inferert,inferert,2
2025-02-14,20250214,18,45,14,12,50,12,14,18,45,50,2,10,detektert,detektert,detektert,detektert,inferert,1
2025-02-18,20250218,1,19,14,9,44,1,9,14,19,44,2,3,detektert,detektert,detektert,inferert,inferert,2
2025-02-21,20250221,29,26,35,36,18,18,26,29,35,36,11,12,detektert,detektert,detektert,detektert,inferert,1
2025-02-25,20250225,38,42,31,28,48,28,31,38,42,48,3,10,detektert,detektert,detektert,detektert,detektert,0
2025-02-28,20250228,20,21,4,3,13,3,4,13,20,21,8,12,detektert,detektert,detektert,detektert,detektert,0
2025-03-04,20250304,12,48,4,35,37,4,12,35,37,48,4,10,detektert,detektert,detektert,inferert,inferert,2
2025-03-07,20250307,12,42,32,7,11,7,11,12,32,42,1,4,detektert,detektert,detektert,detektert,inferert,1
2025-03-11,20250311,18,23,22,15,44,15,18,22,23,44,1,11,detektert,detektert,detektert,detektert,inferert,1
2025-03-14,20250314,37,6,13,45,28,6,13,28,37,45,5,10,detektert,detektert,detektert,detektert,inferert,1
2025-03-18,20250318,7,50,47,14,1,1,7,14,47,50,3,7,detektert,detektert,detektert,detektert,inferert,1
2025-03-21,20250321,9,14,12,8,16,8,9,12,14,16,6,12,detektert,detektert,detektert,inferert,inferert,2
2025-03-25,20250325,11,50,30,3,35,3,11,30,35,50,4,5,detektert,detektert,detektert,inferert,inferert,2
2025-03-28,20250328,34,2,19,15,49,2,15,19,34,49,2,6,detektert,detektert,detektert,inferert,inferert,2
2025-04-01,20250401,17,12,39,41,50,12,17,39,41,50,9,12,detektert,detektert,detektert,detektert,detektert,0
2025-04-04,20250404,29,38,37,19,23,19,23,29,37,38,2,8,detektert,detektert,detektert,detektert,detektert,0
2025-04-08,20250408,40,41,47,39,17,17,39,40,41,47,5,8,detektert,detektert,detektert,detektert,detektert,0
2025-04-11,20250411,49,2,27,26,28,2,26,27,28,49,1,10,detektert,detektert,detektert,inferert,inferert,2
2025-04-15,20250415,33,8,13,11,35,8,11,13,33,35,1,10,detektert,detektert,detektert,detektert,inferert,1
2025-04-18,20250418,12,7,29,8,44,7,8,12,29,44,3,12,detektert,detektert,detektert,inferert,inferert,2
2025-04-22,20250422,10,23,38,16,29,10,16,23,29,38,3,5,detektert,detektert,detektert,detektert,detektert,0
2025-04-25,20250425,43,14,40,13,45,13,14,40,43,45,5,8,detektert,detektert,detektert,detektert,inferert,1
2025-04-29,20250429,30,21,27,17,34,17,21,27,30,34,8,11,detektert,detektert,detektert,inferert,inferert,2
2025-05-02,20250502,33,35,3,22,15,3,15,22,33,35,1,7,detektert,detektert,detektert,detektert,detektert,0
2025-05-06,20250506,46,49,21,22,1,1,21,22,46,49,9,10,detektert,detektert,detektert,detektert,detektert,0
2025-05-09,20250509,1,36,27,5,43,1,5,27,36,43,5,9,detektert,detektert,detektert,inferert,inferert,2
2025-05-13,20250513,33,16,14,19,34,14,16,19,33,34,5,12,detektert,detektert,detektert,detektert,detektert,0
2025-05-16,20250516,15,8,6,27,39,6,8,15,27,39,6,12,detektert,detektert,detektert,inferert,inferert,2
2025-05-20,20250520,20,8,19,21,28,8,19,20,21,28,7,10,detektert,detektert,detektert,detektert,inferert,1
2025-05-23,20250523,40,17,19,11,33,11,17,19,33,40,7,12,detektert,detektert,detektert,detektert,inferert,1
2025-05-27,20250527,25,9,17,6,41,6,9,17,25,41,4,10,detektert,detektert,detektert,inferert,inferert,2
2025-05-30,20250530,4,43,5,26,29,4,5,26,29,43,5,9,detektert,detektert,detektert,detektert,detektert,0
2025-06-03,20250603,26,8,30,19,6,6,8,19,26,30,1,12,detektert,detektert,detektert,detektert,inferert,1
2025-06-06,20250606,7,23,8,11,39,7,8,11,23,39,5,11,detektert,detektert,detektert,inferert,inferert,2
2025-06-10,20250610,17,1,20,42,28,1,17,20,28,42,2,12,detektert,detektert,detektert,detektert,inferert,1
2025-06-13,20250613,15,46,1,27,18,1,15,18,27,46,5,9,detektert,detektert,detektert,detektert,inferert,1
2025-06-17,20250617,13,33,10,15,35,10,13,15,33,35,7,12,detektert,detektert,detektert,detektert,inferert,1
2025-06-20,20250620,46,12,37,18,6,6,12,18,37,46,7,9,detektert,detektert,detektert,detektert,detektert,0
2025-06-24,20250624,20,44,35,40,31,20,31,35,40,44,3,4,detektert,detektert,detektert,detektert,inferert,1
2025-06-27,20250627,26,4,50,29,14,4,14,26,29,50,3,12,detektert,detektert,detektert,detektert,inferert,1
2025-07-01,20250701,1,9,10,12,14,1,9,10,12,14,6,8,detektert,detektert,detektert,detektert,inferert,1
2025-07-04,20250704,41,14,34,44,23,14,23,34,41,44,5,10,detektert,detektert,detektert,detektert,inferert,1
2025-07-08,20250708,29,21,34,27,43,21,27,29,34,43,6,10,detektert,detektert,detektert,detektert,inferert,1
2025-07-11,20250711,13,46,43,12,6,6,12,13,43,46,6,11,detektert,detektert,detektert,detektert,detektert,0
2025-07-15,20250715,13,37,45,33,28,13,28,33,37,45,6,11,detektert,detektert,detektert,detektert,inferert,1
2025-07-18,20250718,21,39,12,10,25,10,12,21,25,39,2,4,detektert,detektert,detektert,detektert,inferert,1
2025-07-22,20250722,42,20,46,5,48,5,20,42,46,48,7,8,detektert,detektert,detektert,detektert,detektert,0
2025-07-25,20250725,36,7,13,29,8,7,8,13,29,36,4,8,detektert,detektert,detektert,detektert,detektert,0
2025-07-29,20250729,38,20,43,21,49,20,21,38,43,49,6,11,detektert,detektert,detektert,detektert,inferert,1
2025-08-01,20250801,12,33,11,20,4,4,11,12,20,33,3,5,detektert,detektert,detektert,detektert,inferert,1
2025-08-05,20250805,1,34,21,22,18,1,18,21,22,34,1,6,detektert,detektert,detektert,detektert,inferert,1
2025-08-08,20250808,42,7,16,23,41,7,16,23,41,42,1,4,detektert,detektert,detektert,detektert,detektert,0
2025-08-12,20250812,42,11,29,16,37,11,16,29,37,42,1,11,detektert,detektert,detektert,inferert,inferert,2
2025-08-15,20250815,20,33,11,5,43,5,11,20,33,43,6,12,detektert,detektert,detektert,detektert,inferert,1
2025-08-19,20250819,33,3,47,11,4,3,4,11,33,47,6,9,detektert,detektert,detektert,detektert,detektert,0
2025-08-22,20250822,16,34,22,14,3,3,14,16,22,34,7,10,detektert,detektert,detektert,detektert,detektert,0
2025-08-26,20250826,8,21,14,26,35,8,14,21,26,35,4,8,detektert,detektert,detektert,detektert,inferert,1
2025-08-29,20250829,5,23,19,3,48,3,5,19,23,48,1,5,detektert,detektert,detektert,detektert,inferert,1
2025-09-02,20250902,1,12,5,38,47,1,5,12,38,47,7,8,detektert,detektert,detektert,inferert,inferert,2
2025-09-05,20250905,29,46,6,14,25,6,14,25,29,46,7,11,detektert,detektert,detektert,detektert,detektert,0
2025-09-09,20250909,24,14,18,27,50,14,18,24,27,50,8,9,detektert,detektert,detektert,detektert,inferert,1
2025-09-12,20250912,33,24,7,22,45,7,22,24,33,45,4,12,detektert,detektert,detektert,detektert,inferert,1
2025-09-16,20250916,37,39,9,8,14,8,9,14,37,39,1,9,detektert,detektert,detektert,inferert,inferert,2
2025-09-19,20250919,37,40,9,41,46,9,37,40,41,46,1,12,detektert,detektert,detektert,detektert,inferert,1
2025-09-23,20250923,32,18,31,33,7,7,18,31,32,33,10,11,detektert,detektert,detektert,detektert,detektert,0
2025-09-26,20250926,26,24,35,12,48,12,24,26,35,48,1,2,detektert,detektert,detektert,detektert,inferert,1
2025-09-30,20250930,27,11,24,8,13,8,11,13,24,27,3,7,detektert,detektert,detektert,detektert,detektert,0
2025-10-03,20251003,21,2,27,7,1,1,2,7,21,27,8,12,detektert,detektert,detektert,detektert,inferert,1
2025-10-07,20251007,38,10,22,48,42,10,22,38,42,48,2,9,detektert,detektert,detektert,detektert,inferert,1
2025-10-10,20251010,24,31,4,41,5,4,5,24,31,41,3,12,detektert,detektert,detektert,detektert,inferert,1
2025-10-14,20251014,8,12,13,49,50,8,12,13,49,50,2,4,detektert,detektert,detektert,detektert,inferert,1
2025-10-17,20251017,35,21,34,18,46,18,21,34,35,46,2,3,detektert,detektert,detektert,inferert,inferert,2
2025-10-21,20251021,6,46,40,30,21,6,21,30,40,46,3,4,detektert,detektert,detektert,detektert,inferert,1
2025-10-24,20251024,27,13,43,42,12,12,13,27,42,43,3,4,detektert,detektert,detektert,detektert,inferert,1
2025-10-28,20251028,3,4,22,45,50,3,4,22,45,50,9,12,detektert,inferert,inferert,inferert,inferert,4
2025-10-31,20251031,5,47,41,11,40,5,11,40,41,47,1,5,detektert,detektert,detektert,detektert,inferert,1
2025-11-04,20251104,39,3,33,22,21,3,21,22,33,39,1,9,detektert,detektert,detektert,detektert,inferert,1
2025-11-07,20251107,22,40,19,13,35,13,19,22,35,40,2,8,detektert,detektert,detektert,detektert,detektert,0
2025-11-11,20251111,25,50,24,41,8,8,24,25,41,50,8,9,detektert,detektert,detektert,detektert,inferert,1
2025-11-14,20251114,3,30,37,20,5,3,5,20,30,37,6,12,detektert,detektert,detektert,detektert,inferert,1
2025-11-18,20251118,49,27,19,41,25,19,25,27,41,49,3,9,detektert,detektert,detektert,detektert,inferert,1
2025-11-21,20251121,50,30,15,45,24,15,24,30,45,50,5,6,detektert,detektert,detektert,detektert,detektert,0
2025-11-25,20251125,46,35,23,30,1,1,23,30,35,46,4,8,detektert,detektert,detektert,detektert,inferert,1
2025-12-02,20251202,34,40,30,35,14,14,30,34,35,40,4,6,detektert,detektert,detektert,detektert,inferert,1
2025-12-05,20251205,22,18,1,24,4,1,4,18,22,24,6,10,detektert,detektert,detektert,detektert,inferert,1
2025-12-09,20251209,30,2,32,33,37,2,30,32,33,37,2,9,detektert,detektert,detektert,detektert,detektert,0
2025-12-12,20251212,27,2,37,50,25,2,25,27,37,50,2,11,detektert,detektert,detektert,detektert,detektert,0
2025-12-16,20251216,30,22,12,31,28,12,22,28,30,31,4,11,detektert,detektert,detektert,detektert,inferert,1
2025-12-19,20251219,8,45,9,35,15,8,9,15,35,45,2,5,detektert,detektert,detektert,detektert,detektert,0
2025-12-23,20251223,41,40,29,35,24,24,29,35,40,41,6,7,detektert,detektert,detektert,detektert,detektert,0
2025-12-26,20251226,21,15,26,42,29,15,21,26,29,42,4,12,detektert,detektert,detektert,detektert,detektert,0
2025-12-30,20251230,27,23,18,20,10,10,18,20,23,27,1,6,detektert,detektert,detektert,detektert,detektert,0
2026-01-02,20260102,34,29,10,15,38,10,15,29,34,38,2,9,detektert,detektert,detektert,detektert,detektert,0
2026-01-06,20260106,23,38,21,33,30,21,23,30,33,38,8,12,detektert,detektert,detektert,detektert,detektert,0
2026-01-09,20260109,17,19,1,25,41,1,17,19,25,41,6,12,detektert,detektert,detektert,detektert,detektert,0
2026-01-13,20260113,27,47,2,16,33,2,16,27,33,47,6,12,detektert,detektert,detektert,inferert,inferert,2
2026-01-16,20260116,16,48,37,8,39,8,16,37,39,48,5,11,detektert,detektert,detektert,detektert,inferert,1
2026-01-20,20260120,16,37,32,45,26,16,26,32,37,45,2,3,detektert,detektert,detektert,detektert,inferert,1
2026-01-23,20260123,36,39,45,50,18,18,36,39,45,50,6,9,detektert,detektert,detektert,detektert,inferert,1
2026-01-27,20260127,13,19,18,29,32,13,18,19,29,32,8,9,detektert,detektert,detektert,detektert,detektert,0
2026-01-30,20260130,8,37,17,13,15,8,13,15,17,37,3,7,detektert,detektert,detektert,detektert,detektert,0
2026-02-03,20260203,3,27,20,44,37,3,20,27,37,44,1,2,detektert,detektert,detektert,detektert,inferert,1
2026-02-06,20260206,41,8,48,14,38,8,14,38,41,48,1,11,detektert,detektert,detektert,detektert,inferert,1
2026-02-10,20260210,39,19,12,47,34,12,19,34,39,47,4,5,detektert,detektert,detektert,detektert,detektert,0
2026-02-13,20260213,1,44,21,46,45,1,21,44,45,46,2,7,detektert,detektert,detektert,detektert,inferert,1
2026-02-17,20260217,23,40,39,8,44,8,23,39,40,44,6,7,detektert,detektert,detektert,detektert,detektert,0
2026-02-20,20260220,23,17,40,11,36,11,17,23,36,40,5,6,detektert,detektert,detektert,inferert,inferert,2
2026-02-24,20260224,48,26,4,5,38,4,5,26,38,48,2,9,detektert,detektert,detektert,detektert,inferert,1
2026-02-27,20260227,47,19,17,7,28,7,17,19,28,47,2,7,detektert,detektert,detektert,detektert,inferert,1
2026-03-03,20260303,14,1,49,35,9,1,9,14,35,49,2,10,detektert,detektert,detektert,detektert,detektert,0
2026-03-06,20260306,26,47,17,8,31,8,17,26,31,47,1,6,detektert,detektert,detektert,inferert,inferert,2
2026-03-10,20260310,28,3,2,17,18,2,3,17,18,28,4,10,detektert,detektert,detektert,inferert,inferert,2
2026-03-13,20260313,23,7,47,44,37,7,23,37,44,47,2,6,detektert,detektert,detektert,detektert,inferert,1
2026-03-17,20260317,17,12,37,16,13,12,13,16,17,37,4,11,detektert,detektert,detektert,detektert,inferert,1
2026-03-20,20260320,2,25,21,17,30,2,17,21,25,30,2,6,detektert,detektert,detektert,detektert,inferert,1
2026-03-24,20260324,15,43,9,23,48,9,15,23,43,48,3,5,detektert,detektert,detektert,detektert,inferert,1
2026-03-27,20260327,40,23,38,25,21,21,23,25,38,40,7,11,detektert,detektert,detektert,detektert,detektert,0
2026-03-31,20260331,15,18,5,35,20,5,15,18,20,35,7,8,detektert,detektert,detektert,detektert,detektert,0
2026-04-03,20260403,18,22,10,9,37,9,10,18,22,37,1,11,detektert,detektert,detektert,detektert,detektert,0
2026-04-07,20260407,16,2,27,23,4,2,4,16,23,27,5,8,detektert,detektert,detektert,detektert,detektert,0
2026-04-10,20260410,48,1,11,18,6,1,6,11,18,48,10,12,detektert,detektert,detektert,detektert,detektert,0
2026-04-14,20260414,32,46,13,22,47,13,22,32,46,47,6,7,detektert,detektert,detektert,detektert,inferert,1
2026-04-17,20260417,43,44,16,31,35,16,31,35,43,44,2,9,detektert,detektert,detektert,detektert,inferert,1
2026-04-21,20260421,39,31,47,36,32,31,32,36,39,47,7,8,detektert,detektert,detektert,detektert,inferert,1
2026-04-24,20260424,6,44,29,21,39,6,21,29,39,44,1,5,detektert,detektert,detektert,detektert,inferert,1
2026-04-28,20260428,19,46,43,41,20,19,20,41,43,46,5,7,detektert,detektert,detektert,detektert,detektert,0
2026-05-01,20260501,13,11,27,16,10,10,11,13,16,27,5,7,detektert,detektert,detektert,detektert,detektert,0
2026-05-05,20260505,1,33,34,30,43,1,30,33,34,43,5,10,detektert,detektert,detektert,detektert,detektert,0
2026-05-08,20260508,41,3,18,17,31,3,17,18,31,41,6,12,detektert,detektert,detektert,detektert,detektert,0
2026-05-12,20260512,15,19,35,7,28,7,15,19,28,35,3,11,detektert,detektert,detektert,detektert,inferert,1
2026-05-15,20260515,36,1,33,37,32,1,32,33,36,37,7,12,detektert,detektert,detektert,detektert,detektert,0
2026-05-19,20260519,47,36,39,37,10,10,36,37,39,47,5,6,detektert,detektert,detektert,detektert,inferert,1
2026-05-22,20260522,35,5,46,42,34,5,34,35,42,46,3,5,detektert,detektert,detektert,detektert,inferert,1
2026-05-26,20260526,11,42,33,23,5,5,11,23,33,42,10,12,detektert,detektert,detektert,detektert,detektert,0
2026-05-29,20260529,20,3,21,49,42,3,20,21,42,49,5,6,detektert,detektert,detektert,detektert,inferert,1
2026-06-02,20260602,40,36,46,2,38,2,36,38,40,46,7,8,detektert,detektert,detektert,detektert,detektert,0
2026-06-05,20260605,50,47,21,23,44,21,23,44,47,50,1,7,manuell,manuell,manuell,manuell,manuell,0
2026-06-09,20260609,1,39,22,48,14,1,14,22,39,48,8,11,manuell,manuell,manuell,manuell,manuell,0
